name,position,tags,citation,email,hindex,iindex,maxyear,minyear
Sajib Barua,Alberta Innovates Center for Machine Learning (AICML) - Univesity of Alberta Data mining None,Data mining| High performance computing,313,No verified email,10,10,2019,2003
Saatviga Sudhahar,Machine Learning Scientist|  Healx Natural Language Processing None,Natural Language Processing| Machine Learning| Knowledge Graphs| Inference and Reasoning,314, healx.io,9,9,2019,2010
Sabyasachi Mukhopadhyay(B.Tech| MS),Google Developer Expert in Machine Learning|  Assistant Professor of Business Analytics Vertex Coloring None,Vertex Coloring| Machine Learning & Deep Learning| Data Science| Quantum Machine Learning| Computer Vision,316, iiserkol.ac.in,11,15,2020,2011
Marek Kolodziej,Senior Deep Learning Software Engineer|   NVIDIA None,Deep Learning| Machine Learning| Systems Softw. Eng.| Statistics| Econometrics,317, nvidia.com - ,6,6,2014,2007
Abhishek Srivastav,Machine Learning Researcher|  GE Global Research|  SF Bay Area Homepage None,Machine Learning| Prognostics and Health Management| Time-series analysis| Probabilistics Graphical Models,318, ge.com - ,10,13,2018,2006
Anugraha Sinha,Machine Learning Tokyo machine learning None,machine learning| artificial intelligence,319, mltokyo.ai,8,7,2019,1993
Mohammad Mostafa Soltani,Ph.D.|  Senior Machine Learning Scientist Deep Learning None,Deep Learning| Real-time Location Systems| Computer Vision| Building Information Modeling| Construction & Safety Management,319, encs.concordia.ca,9,9,2020,2012
Heba Elfardy,Machine Learning Scientist|   Amazon None,Natural Language Processing| Machine Learning,320, amazon.com,9,9,2019,2012
Noah Gift,Lecturer Machine Learning & AI|  Duke MIDS|  Northwestern &  UC Davis  GSM,machine learning| cloud computing| ai| devops,322, ucdavis.edu - ,3,3,2019,1998
Darvin Yi,Ph.D. Candidate|  Biomedical Informatics|   Stanford University ; Software Engineer|  Deep Learning|  Magic Leap,Computer Vision| Medical Imaging,325, stanford.edu,9,9,2020,2014
Miguel Lopes,PhD researcher|  Machine Learning Group|   ULB |  Bruxelles,Machine learning| Statistical inference| Bioinformatics,325, ulb.ac.be - ,9,9,2020,1987
Martin Liebner,Machine Learning Specialist|   BMW  Group,Driver Intent Inference| Risk Assessment,327, bmw.de,6,5,2019,2011
Sergio Valcarcel Macua,Senior Machine Learning Researchar @ PROWLER.io Homepage None,Reinforcement Learning| Multiagent Systems| Distributed Optimization| Signal Processing| Machine Learning,328, prowler.io - ,9,8,2019,2003
Samet Akcay,Deep Learning Researcher at COSMONiO | PhD Student - Department of Computer Science|   Durham None,Computer Vision| Machine Learning,330, durham.ac.uk - ,6,6,2020,2016
Manish Mithaiwala,Machine Learning at Manish IQ Machine Learning None,Machine Learning| Data Science,332,No verified email,12,14,2015,2003
M. Iftekhar Tanveer,Senior Machine Learning Researcher|  Comcast Applied AI Research Homepage None,Applied Machine Learning| Natural Language Processing,332, comcast.com - ,10,10,2020,2011
Noura Al Moubayed,Assistant Professor in Machine Learning|  Department of Computer Science|   Durham University None,Machine Learning| Deep Learning| Natural Language Processing| Anomaly Detection| Social Signal Processing,333, dur.ac.uk - ,10,10,2020,2009
Gil Sadeh,Machine Learning Research Scientist|  Amazon Lab126 Machine Learning None,Machine Learning| Deep Learning| Computer Vision| NLP,335, Amazon.com,4,3,2019,2014
Mahdi hajiaghayi,Machine learning scientist at Microsoft Optimization None,Optimization| Image processing| machine learning| communication theory,336, uci.edu,9,9,2019,2003
Pravin Chopade,Research Scientist II|  AI and Machine Learning-Multimodal Analytics|  ACTNext|   ACT Inc None,AI and Machine Learning-Multimodal Analytics| Big Data| Large-Scale Networks| Smart Grid| Visualization IntiGrid SCADA-EMS syste,338, act.org - ,11,14,2019,2004
Seyed Sadegh Mohseni Salehi,Senior Deep Learning Scientist|  Hyperfine Research Inc Deep Learning None,Deep Learning| Machine learning| Medical Image Processing,340, hyperfine-research.com,8,8,2020,2013
Suraj Maharjan,CapitalOne (Card Machine Learning| Vision and Language Technologies (VaLT)) Homepage None,Natural Language Processing| Deep Learning| Machine Learning| Data Science,342, capitalone.com - ,10,10,2020,2011
Christine Leon Swisher,Director of Machine Learning|  Human Longevity|  Inc. Machine Learning None,Machine Learning| Deep Learning| Signal Processing| Statistics| Healthcare Innovation,342, mgh.harvard.edu,10,11,2020,2002
Johan Dahlin,Self-employed consultant in Bayesian statistics and Machine learning. Homepage None,Bayesian Learning| Computational Statistics| Machine Learning| Monte Carlo Methods| System Identification,342, johandahlin.com - ,12,14,2019,2011
Esben Jannik Bjerrum,Principal Scientist - Machine learning and AI experts.  AstraZeneca None,Computational Drug Discovery| Cheminformatics| Machine Learning| Deep Learning| Data Science,343, astrazeneca.com - ,11,12,2020,2003
Bahar Pourbabaee,Machine Learning Researcher - Team Lead|  Sportlogiq Homepage None,Machine Learning| Deep Learning| Time Series| mHealth| Sport Analytics,343, ece.concordia.ca - ,8,8,2020,2008
Ramprakash Srinivasan,Machine Learning Scientist|  PathAI Computer Vision None,Computer Vision| Machine Learning| Face Perception| Deep Learning| Digital Pathology,347, osu.edu,6,4,2018,2016
Attila Bagoly,Statistical Physics|  Deep Learning PhD student|   Eötvös Loránd University None,software development| deep learning| science,349, caesar.elte.hu,11,12,2019,2015
Sven Bambach,Data Science & Machine Learning at Nationwide Children's Hospital Homepage None,Machine Learning| Computer Vision| Healthcare| Cognitive Science,351, nationwidechildrens.org - ,9,9,2018,2010
Saurabh Jain,Deep learning expert-icometrix Medical imaging None,Medical imaging| deep learning| image segmentation and registration,355, icometrix.com,8,6,2019,2014
Dr Kamal Mehta,Professor Computer Engineering Research Head Deep learning and Artificial Skills VLSI None,VLSI| Low power design| Parallel computing| AI,356,No verified email,10,10,2018,2005
Thibaut Durand,Machine Learning Researcher|  Borealis AI Homepage None,Machine Learning| Computer Vision| Deep Learning| Weakly Supervised Learning| Image Classification,361, sfu.ca - ,7,5,2019,2013
Zhuang-Fang (NaNa) Yi,Machine Learning Engineer @ Development Seed Homepage None,Green Rubber and Rubber Value Chain| Satellite Machine Learning| Geospatial Analysis| Ecosystem Services| Carbon Finance,362, mail.kib.ac.cn - ,9,9,2019,2010
Madhu Raman,Machine Learning informed by AI Practitioner Homepage None,Machine Learning First| Cloud Strategy| Data Driven Differentiation| Edge & Graph ML,363, amazon.com - ,8,7,2018,2010
Jose Cadena,Research Staff Member|  Machine Learning Group|  Lawrence Livermore National Laboratory machine learning None,machine learning| graph algorithms| anomaly detection| approximation algorithms,364, vt.edu,9,8,2020,2014
Mostafa Rahmani,Machine Learning Researcher|  Baidu Research Machine Learning None,Machine Learning| Deep Learning| Randomized Big Data Analysis,366, Knights.ucf.edu,9,9,2020,2014
Yuyang (Bernie) Wang,Sr. Machine Learning Scientist|  Amazon Research Homepage None,Machine Learning| Random Matrix Theory| Time Series Forecasting,366, mit.edu - ,11,12,2020,2010
Sourabh Vora,Machine Learning Research Engineer @ nuTonomy Deep Learning None,Deep Learning| Computer Vision| Machine Learning,373, nutonomy.com,5,4,2019,2017
Stefano Alletto,Deep Learning Engineer|  Panasonic Beta|  Mountain View|  CA Computer Vision None,Computer Vision| Image Processing| Machine Learning,376, us.panasonic.com,8,7,2020,2014
Funda Gunes,Principal Machine Learning Developer model interpretability None,model interpretability| feature selection| feature engineering| stacked ensemble modeling| automed machine learning,378, sas.com,5,4,2020,2010
Utsaw Kumar,Software Engineer|  Machine Learning|   Facebook None,Artificial Intelligence| Machine Learning| Personalization,378, fb.com,11,11,2020,1997
Babak Behzad,Machine Learning at Solvvy Homepage None,NLP| Machine Learning| HPC| Parallel Computing| Cloud Computing,384, illinois.edu - ,11,12,2019,2011
Guy Lev,Machine Learning Researcher|  IBM Research Homepage None,Machine Learning| Deep Learning| NLP| Computer Vision,385, il.ibm.com - ,5,5,2019,2013
Rajkumar Saini,Postdoctoral Researcher|  EISLAB|  Machine Learning|   Luleå University of Technology  |  Sweden,Computer vision| Machine Learning| Human Computer Interaction| Image Processing,386, ltu.se - ,12,14,2020,2012
Jie Zhang,Senior Machine Learning Research Scientist at Adobe Homepage None,Big Data| Data Mining| Statistical Learning| Bioinformatics| Software Engineering and Computer Algorithms,387,No verified email - ,9,9,2019,2014
Tommy Löfstedt,Primary research engineer in Machine Learning and Medical Image Analysis|   Umeå University None,Machine Learning| Statistics| Data Science| Image Analysis,390, umu.se,11,12,2020,2005
Yury Tsoy,Chief Machine Learning Scientist|  Solidware Homepage None,Evolutionary Computation| Neuroevolutionary Algorithms| Machine Learning| Image Processing,394, solidware.io - ,10,12,2018,2002
Anderson da Silva Soares,Deep Learning Brazil at  Federal University of Goias .,Deep Learning| Pattern Recognition and Artificial Intelligence,391, inf.ufg.br - ,10,13,2020,1992
Heike Leutheuser,Machine Learning and Data Analytics Lab|  Department of Computer Science|  Friedrich-Alexander Homepage None,Data Mining| Knowledge Discovery in Databases| Machine Learning| Physiological Data Analysis| Biosignal Processing,397, fau.de - ,12,12,2018,2011
Anurag Dwarakanath,Machine Learning Manager|   Amazon None,Machine Learning| Natural Language Processing| Software Testing,403, amazon.com - ,10,11,2020,2008
Zena Hira,Machine Learning Engineer machine learning None,machine learning| data science,404,No verified email,3,1,2016,2009
Craig A. Glastonbury,Senior Machine Learning Researcher Machine learning None,Machine learning| Bayesian Inference| Medical Imaging| Histology| Regulatory Genomics.,406, benevolent.ai,10,10,2019,2016
Toni Hirvonen,Machine Learning Algorithm Developer|  Yousician Machine Learning None,Machine Learning| Deep Learning| Audio Processing| Immersive Audio,408, yousician.com,12,16,2020,2003
Jean-Marc Montanier,Senior Machine Learning Engineer Homepage None,AI for Robotics - Data science - Multi-agent Systems - Evolutionary Robotics,411, tinyclues.com - ,11,13,2019,2010
Sambuddha Roy,Unaffiliated - Deep Learning Consultant/Practitioner Deep Learning None,Deep Learning| Approximation Algorithms| Complexity Theory,413, in.ibm.com,11,12,2020,1977
Robert Pienta,Center for Advanced Machine Learning - Symantec Homepage None,Visual Analytics| Security| Graph Data Mining,415, gatech.edu - ,11,11,2018,2012
Stefanos Eleftheriadis,Senior machine learning researcher at PROWLER.io Homepage None,machine learning| Gaussian processes| reinforcement learning,423, prowler.io - ,10,10,2020,2010
Jonas Lööf,Machine Learning Engineer|   Apple None,machine translation| speech recognition,425, apple.com,10,10,2016,2006
Mrinal Kumar,Machine Learning Engineer|  Bloomberg LP Homepage None,Machine Learning| Natural Language Processing| Social Media| Intelligent Agents,426, gatech.edu - ,4,4,2017,2013
Shlomo Levitan,Machine Learning Expert Machine Learning None,Machine Learning,428,No verified email,3,2,2007,2005
Ritwik Kumar,Director|  Machine Learning|  Netflix Homepage None,Machine Learning| Computer Vision,429, seas.harvard.edu - ,13,14,2019,2005
Manish Gupta|  Ph.D.,Vice President- Machine Learning & Data Science Research @ American Express Homepage None,machine learning| deep learning| data mining| advance analytics| neural network,430, aexp.com - ,10,10,2014,2007
Hyokun Yun,Machine Learning Scientist at  Amazon None,Machine Learning| Statistics| Artificial Intelligence| Natural Language Processing| Optimization,430, amazon.com - ,7,7,2019,2011
Sudeep Pillai,Machine Learning Engineering Lead|  Toyota Research Institute Homepage None,Computer Vision| Robotics| Machine Learning,432, mit.edu - ,8,8,2020,2012
Mohammad M Hossain,Research Scientist|  Applied Machine Learning (AML)|   Facebook Inc .,,437, fb.com,9,8,2018,2010
Alejandro Betancourt,Sr Machine Learning Engineer at Landing AI Applied Mathematics None,Applied Mathematics| Artificial Inteligence| Computer Science| Regional Sciene,439, landing.ai,11,12,2020,2011
Tameem Adel,Machine Learning Group|  University of Cambridge Homepage None,Machine Learning| Probabilistic Graphical Models| Bayesian Inference| Deep Learning| MRI,440, uwaterloo.ca - ,9,9,2020,2010
Almut Silja Hildebrand,Machine Learning Scientist|   Amazon None,Natural Language Processing| Machine Translation,441, amazon.com,8,6,2018,2005
Ben London,Machine Learning Scientist at  Amazon None,machine learning| statistical learning theory| structured prediction,443, amazon.com,11,12,2019,2007
L Barcos,Professor Operations Management and Machine Learning|   Universidad Pontificia Comillas |  ICADE,Operations Management and Machine Learning,448, comillas.edu,9,9,2020,2000
Prakhar Biyani,Machine Learning Engineer Machine Learning None,Machine Learning| Natural Language Processing| Recommender Systems,448, twitter.com,12,12,2019,2012
Juha Ylioinas,Machine Learning Researcher|  CubiCasa Oy Machine Learning None,Machine Learning| Computer Vision,451, cubicasa.com,10,11,2019,2011
ZHENG FU|  Ph.D.,Evangelist of Data Science|  Machine Learning and AI Homepage None,Bioinformatics / Data Science,452,No verified email - ,12,13,2020,2006
Nilimesh Halder|  PhD,Data Scientist & Applied Machine Learning Engineer Homepage None,Data Science & Predictive Analytics| Marketing Strategy & Consumer Behaviour Modelling| Customer Segmentation| Deep Learning,455, wacamlds.com.au - ,12,14,2018,2004
Tobias Domhan,Machine Learning Scientist|   Amazon None,Machine Learning| Machine Translation| Bayesian Optimization,463, amazon.com,7,7,2018,2010
Kobra Etminani (Farzaneh),Assistant Professor in Machine Learning|   Halmstad University None,Artificial Intelligence| Machine Learning| Data Mining| Healthcare informatics| Precision Healthcare,471, hh.se - ,10,10,2020,2007
Daniel Hauagge,Deep Learning Research Engineer Homepage None,Computer Vision| Computer Graphics| Robotics,473, apple.com - ,6,5,2015,2008
Hengameh Mirzaalian,Machine learning scientist @ JPL/ NASA /CalTech,Machine learning| Image analysis,475, jpl.nasa.gov - ,14,17,2019,2005
Srikar Muppirisetty,Manager|   Machine Learning and Data Analytics at Volvo Car Corporation Homepage None,Machine/Deep Learning| Signal Processing| Wireless Communications,481, volvocars.com - ,10,10,2020,2009
He Ba,Software Engineer|  Machine Learning at  Facebook None,Machine Learning| Natural Language Processing| Speech Signal Processing| Wireless Sensor Network,481, fb.com - ,12,15,2016,2010
Shobeir Fakhraei,Machine Learning Scientist|   Amazon None,Machine Learning| Graph Mining,481, amazon.com - ,9,9,2019,2010
Patrick McClure,Machine Learning Team|  National Institute of Mental Health Machine Learning None,Machine Learning| Artificial Intelligence| Computational Neuroscience| Computer Vision| Medical Image Analysis,484, nih.gov,12,12,2020,2011
Santosh Tirunagari,Machine Learning Scientist|   European Bioinformatics Institute None,Machine Learning| Deep Learning| Computer Vision| Natural Language Processing| Dimensionality Reduction,485, ebi.ac.uk - ,9,9,2020,2011
Jason Tyler Rolfe,Principal machine learning researcher|  D-Wave Systems Machine Learning None,Machine Learning| Deep Learning| Recurrent Neural Networks,488, alum.mit.edu,5,5,2020,2006
Mandalapu Dinesh,Senior Machine Learning Scientist|   Amazon None,Machine Learning| Pattern Recognition| Handwriting Recognition,491, amazon.com,10,10,2017,2006
Karthik Raghunathan,Director of Machine Learning at Cisco MindMeld Homepage None,Natural Language Processing,495, cs.stanford.edu - ,6,5,2020,2008
David Spieler,Professor for Machine Learning|   Munich University of Applied Science None,Machine Learning| Deep Learning| Reinforcement Learning| Stochastic Processes| Model Checking,499, hm.edu - ,8,8,2020,2008
Shashibhushan Singh,Machine Learning Developer Machine Learning None,Machine Learning,501, galgotiasuniversity.edu.in,11,15,2020,1925
Krzysztof Bartoszek,Docent in Statistics|  Senior Lecturer|  Division of Statistics and Machine Learning|  Department of Phylogenentics None,Phylogenentics| Statistics| Evolution| Probability| R,509, liu.se,9,9,2020,2006
Cheng Qian,Sr. Machine Learning Engineer|  IQVIA Homepage None,tensor decomposition| machine learning| signal processing| healthcare,511, us.imshealth.com - ,13,16,2019,2012
Harsimrat Singh Sandhawalia,Senior Machine Learning Engineer|   Apple None,CV/ML,512, apple.com,7,6,2017,2009
Homa Foroughi,Staff Machine Learning Scientist at Intuit; PhD in Computing Science;  University of Alberta None,Computer Vision| Machine Learning| Deep Learning,513, ualberta.ca - ,8,8,2018,2008
Will (Wei) Feng,Machine Learning Software Developer|   Facebook None,Recommender System| Data Mining| Social Media,515, fb.com - ,6,6,2019,2012
Parang Saraf,Sr. Machine Learning Scientist|  News+|   Apple Inc .,Text Mining| Natural Language Processing| Deep Learning| Machine Learning,517, apple.com - ,7,5,2020,2011
Nóra Baka,machine learning R&D engineer at TomTom Maps medical image processing None,medical image processing| machine learning,521,No verified email,12,18,2019,2008
Márton Danóczy,Machine Learning|   TU Berlin None,Machine learning| BCI,527, cs.tu-berlin.de,10,11,2012,2006
Dimitris Athanasakis,Machine Learning EngD|   University College London  (UCL),Machine Learning| Artificial Intelligence| Computational Biology| Convex Optimization,529, cs.ucl.ac.uk,6,5,2015,2012
Paul Pu Liang,Machine Learning Department|   Carnegie Mellon University None,Machine Learning| Deep Learning| Natural Language Processing| Multimodal Learning,530, cs.cmu.edu - ,11,13,2020,2017
Yuanyang Zhang,Software Engineer|  Machine Learning at Google|  Mountain View|  CA Homepage None,Machine Learning| Statistics| Distributed Systems| Networking,536, cs.ucsb.edu - ,5,5,2019,2010
Francesco Caltagirone,Senior Machine Learning Scientist|  Snips Machine Learning None,Machine Learning| Natural Language Processing| Automatic Speech Recognition,538, snips.ai,12,14,2019,2009
Mohammed Khalilia,Machine Learning Scientist at  Amazon None,Machine Learning| Clustering| Computational Health| Natural Language Processing,539, amazon.com - ,10,10,2019,2004
Prodip Hore,Director of Machine Learning & AI at American Express Artificial Intelligence None,Artificial Intelligence| Data Mining| Machine Learning| Predictive Modeling,539, aexp.com,9,9,2020,2004
Kimmo Sääskilahti,D. Sc. (Tech.)|  Meeshkan Machine learning Homepage None,Machine learning| heat transfer in nanoscale| carbon nanomaterials,543, meeshkan.com - ,11,11,2018,2009
Mats Sjöberg,Machine learning specialist at  CSC None,Multimedia information retrieval| Computer Vision| Machine Learning| Deep Learning,547, csc.fi,13,18,2019,2003
Amr Ibrahim El-Desoky Mousa,Machine Learning Engineer|  Apple Inc. Automatic Speech Recognition None,Automatic Speech Recognition| Language Modeling| Acoustic Modeling| Natural Language Processing| Machine Learning,550, cs.rwth-aachen.de,13,18,2020,2005
Yi Zhang,Machine Learning Department|  School of Computer Science|   Carnegie Mellon University None,Machine Learning,550, cs.cmu.edu - ,10,10,2012,2006
Pietro Cicotti,Senior Deep Learning Architect|   NVIDIA None,Machine Learning| High Performance Computing| Architecture| Systems,552, nvidia.com,14,19,2019,2005
Artem Sokolov,Machine Learning Scientist|  Amazon &  Heidelberg University None,,555, cl.uni-heidelberg.de - ,13,20,2020,1999
Ehsan Bayaki|  PhD,Senior Staff Machine Learning Software Engineer|  Synaptics Optical Communications None,Optical Communications| Digital Communication Systems| Automatic Speech Recognition| Deep Learning| Audio/Image Signal Processin,556, synaptics.com,6,5,2012,2006
Patrick Pletscher,Machine Learning Scientist Homepage None,Machine Learning,561, pletscher.org - ,9,8,2013,2004
Nicholas Cilfone,Fidelity Investments (Artificial Intelligence & Machine Learning Center of Excellence) Deep Learning None,Deep Learning| Machine Learning| Multi-Scale Modeling| Systems Biology| Immunology,562, fmr.com,12,13,2020,2013
Zemin Zhang,Machine Learning Engineer at  Google None,Computer vision| compressive sensing| machine learning,566, google.com - ,6,4,2019,2004
Balaji Veeramani,Machine Learning Expert Data Scientist  - GSK Machine Learning None,Machine Learning| Computer vision| Computational and disease systems biology| Statistics| Biomedical Engineering,566, jhu.edu,7,5,2018,2003
Jean-Philippe Péraud,Machine Learning Engineer|  Corning Inc; Affiliate|  Lawrence Berkeley National Laboratory Machine learning None,Machine learning| Numerical methods for transport processes| Monte Carlo simulations| inverse problems,573, mit.edu,10,11,2019,2011
Michael Christian Kampffmeyer,Associate Professor in Machine Learning|   UiT the Arctic University of Norway|  Tromsø None,Deep Learning| Machine Learning| Pattern Recognition| Medical Image Analysis| Remote Sensing,582, post.uit.no - ,11,12,2020,2014
Saman Sarraf,Sr. Machine Learning Scientist Homepage None,Machine Learning| Data Science| Imaging| Computer Vision,580, ieee.org - ,11,11,2020,2009
Catherine Jutzeler,Machine Learning & Computational Biology Lab|  D-BSSE|   ETH Zürich None,Pharmaco-epidemiology| Neuroimaging| Neurological Disorders| Machine Learning| Data Mining,581, bsse.ethz.ch,12,14,2020,2011
Aleksandr B. Sahakyan,Group Leader|  Integrative Computational Biology and Machine Learning|  WIMM|   University of Oxford None,Computational Biology| Genomics| Computational Chemistry| Structural Biology,583, imm.ox.ac.uk - ,14,16,2020,2007
Musa Peker,PhD | Machine Learning Engineer/Scientist Machine Learning None,Machine Learning| Computer Vision| Information Fusion| Medical Data Science| Embedded Vision,589, mu.edu.tr,10,10,2020,2010
Azhar Quddus,Senior R&D Engineer-Machine Learning at Circle Cardiovascular Imaging Inc. Image Processing None,Image Processing| Pattern Recognition| Computer Vision| Signal Processing| Wavelets,586, circlecvi.com,13,15,2019,1995
Alexis Boukouvalas,Machine learning engineer team lead|  Prowler.io Homepage None,Bayesian statistics| Non-parametric Bayesian models| Gaussian Process,593,No verified email - ,13,15,2019,2007
Mitul Tiwari,Director of AI and Machine Learning Engineering @ ServiceNow Homepage None,Natural Language Processing| Machine Learning| Artificial Intelligence| Distributed Systems| Network Algorithms,595, acm.org - ,12,15,2019,2000
JeeHyun Hwang,Sr. Staff Scientist|  AI and Machine Learning R&D|   SAS institute None,AI| Machine Learning| Text Analytics| Software Engineering,595, sas.com - ,12,13,2014,2007
Khosro Bahrami,Computer Vision|  Machine Learning & Deep Learning Researcher|  San Diego|  CA|  USA Computer Vision None,Computer Vision| Machine Learning| Deep Learning| Image Processing| Medical Image Processing,599, e.ntu.edu.sg,12,15,2017,2007
Yinyan He,Software Engineer|  Machine Learning|  Former Chemist Hiking None,Hiking| Kayak| outdoor activities,604,No verified email,7,5,2017,2010
Ilkka Huopaniemi,Senior Machine Learning Scientist|  Siili Solutions|  Helsinki|  Finland Machine learning None,Machine learning,606, siili.com,9,9,2014,2005
Arridhana Ciptadi,Machine Learning Scientist at  Amazon None,Computer Vision| Machine Learning,611, amazon.com,7,7,2018,2009
Jawwad Ahmed,Research Engineer Analytics and Machine Learning at  Ericsson None,Artificial Intelligence| Machine Learning| Computer Networks| Cloud Computing| Optical Networking,612, ericsson.com - ,11,14,2020,1995
Willie Neiswanger,PhD Student|  Machine Learning|   Carnegie Mellon University None,Machine Learning| Inference| Optimization| Statistics| Computer Vision,621, cs.cmu.edu - ,11,11,2020,2012
Jagannadan Varadarajan,Head of Data Science (Machine Learning & Maps)|  Grab Homepage None,Deep Learning| Graphical Models| Machine Learning| Computer Vision| Image Processing,623, grab.com - ,11,11,2020,2005
Tassilo Klein,SAP Machine Learning Research Homepage None,Medical Image Processing| Deep Learning| Machine Learning| Computer Vision| NLP,627, sap.com - ,10,11,2020,2007
Janis Keuper (Fehr),Institute for Machine Learning and Analytics (IMLA) Homepage None,Machine Learning| HPC| Data Science,629, hs-offenburg.de - ,14,17,2020,2000
julien perez,Machine Learning Lead|  Naver Labs Europe Homepage None,machine learning| deep learning| reinforcement learning| recurrent neural network| dialog systems,635, naverlabs.com - ,15,23,2020,2005
Stephane Chretien,Full professor of Statistics and Machine Learning|   University of Lyon 2 |  France,statistics| machine learning| sparse recovery| uncertainty quantification,639, univ-lyon2.fr - ,11,13,2020,1994
Joel Kronander,Computer Vision/Machine Learning at Nines Homepage None,Machine Learning| Deep Learning| Computer Graphics| Computer Vision| Monte Carlo methods,637, liu.se - ,13,17,2019,2010
Han Zhao,PhD student|  Machine Learning Department|   Carnegie Mellon University None,Machine Learning| Artificial Intelligence,639, cs.cmu.edu - ,11,12,2020,2013
Andreas Mitterecker,Institute for Machine Learning|   Johannes Kepler University Linz None,Machine Learning| Deep Learning,651, bioinf.jku.at - ,5,4,2019,2010
Alla Ignashchenkova,Theory of Machine Learning|  Computer Science|   University of Tübingen |  Germany,Neuroscience| Cognitive science| Eye movements| Visual processing| Attention,650, uni-tuebingen.de,7,7,2019,1996
Saurabh Kataria,Machine Learning Enthusiast Homepage None,machine learning| data mining| statistical relational learning| Big Data,651, linkedin.com - ,12,14,2020,2003
Jonghoon Jin,Machine learning engineer Homepage None,Deep learning for computer vision,655, apple.com - ,11,11,2018,2013
Reshad Hosseini,Assistant Professor|  Machine Learning and Robotics Group|  University of Tehran Homepage None,Machine Learning| Machine Vision| Optimization| Computational Neuroscience| Wavelet,655, tuebingen.mpg.de - ,11,12,2020,2005
Aneesh Pappu,MSc Machine Learning|  UCL; BS Symbolic Systems|   Stanford University None,Machine Learning| Natural Language Processing| Computational Biology,655, cs.stanford.edu,5,3,2019,2015
Anjan Dutta,Lecturer of Computer Vision and Machine Learning|   University of Exeter None,Computer Vision| Machine Learning,662, exeter.ac.uk - ,14,21,2020,1977
Kasun Amarasinghe,Machine Learning Department|   Carnegie Mellon University None,Machine Learning| Explainable AI| Public Policy,666, cs.cmu.edu,11,12,2019,2014
Ian En-Hsu Yen,PhD|  Machine Learning Department|   Carnegie Mellon University None,Machine Learning| Optimization| Artificial Intelligence,664, cs.cmu.edu - ,14,17,2020,2010
Minh Duc Cao,Principal Machine Learning Scientist at Gritstone Oncology deep learning None,deep learning| bioinformatics| genomics| sequence compression| information theory,667, gritstone.com,12,14,2020,2005
Carlos Carrion,Causal Machine Learning Scientist - Causal AI Econometrics None,Econometrics| Machine Learning| Stochastic Optimization| Causal Inference| Urban Computing,668, gatech.edu,8,8,2019,2010
Di You,Software Engineer|  Machine Learning|   Facebook None,Machine learning| Deep learning| Search| Recommendation,674, fb.com,12,13,2019,2006
Shaojie Bai,Machine Learning Department|   Carnegie Mellon University None,Machine Learning| Deep Learning,680, cs.cmu.edu - ,6,5,2019,2018
Siegfried Kunzmann,Senior Manager Machine Learning|  Amazon Alexa Machine Learning Homepage None,Automatic speech processing| speech recognition| speech synthesis| natural language understanding,680, amazon.com - ,12,12,2020,1988
Michiel Stock,Post doctoral researcher in machine learning|  Ghent Univerisy machine learning None,machine learning| compuational biology| optimization| ecology| bioinformatics,681, ugent.be,10,10,2020,2012
Pouya Samangouei,Machine Learning Scientist|  Butterfly Network Homepage None,Computer Vision| Machine Learning,680, butterflynetinc.com - ,7,6,2019,2015
Ron  Banner,Machine Learning Scientist @  Intel None,,685, intel.com,12,12,2020,2004
Amila Weerasinghe,Machine Learning Data Scientist|  Mercy Mathematical Modeling None,Mathematical Modeling| Theoretical Condensed Matter Physics| Quantum Hall Effect| Cancer Genomics| Machine Learning,689, wustl.edu,5,3,2019,2014
Johann Prenninger,Head of Analytics and Machine Learning BMW AG Homepage None,eMobility| Analytics| Machine Learning| sustainability,692, aon.at - ,10,10,2016,1991
He Zhang,Data Scientist|  PhD in Machine Learning Homepage None,Machine Learning| Data Mining| Image Processing| Process Mining,695, wartsila.com - ,16,18,2013,1998
Edward O. Pyzer-Knapp,Research Lead|  Machine Learning and AI|  IBM Research UK Bayesian Optimization None,Bayesian Optimization| Deep learning| Computational Chemistry| Chemical Information,697, uk.ibm.com,10,10,2020,2011
Zhengming Xing,Staff software engineering - machine learning|   LinkedIn None,Machine learning| Bayesian Statistic Modeling,697, linkedin.com - ,6,5,2020,2010
Sven Van Segbroeck,Machine Learning Group|  Université Libre de Bruxelles None None,,702,No verified email,10,11,2017,2004
Luca Zappella,Machine Learning Researcher Homepage None,Machine Learning| Computer Vision| Image Processing,704, apple.com - ,12,13,2020,2008
Robin Tibor Schirrmeister,PhD Candidate|  Translational Neurotechnology Lab and Machine Learning Lab|   University Freiburg None,Maschinelles Lernen| Semantische Suche| Brain Computer Interface,708, uniklinik-freiburg.de - ,9,7,2020,2012
Wadim Kehl,Machine Learning Engineer|  TRI-AD Homepage None,,718, tri-ad.global - ,11,11,2019,2010
Edward Tong|  PhD,Machine Learning | Data Science | JP Morgan Statistics None,Statistics| Data Science| Machine Learning| Credit Risk| Public Health,732, jpmchase.com,11,12,2018,2007
Parth Gupta,Machine Learning at  Amazon.com None,Information Retrieval| Machine Learning,737, amazon.com - ,14,15,2020,2011
Samira Shabanian,Deep Learning Researcher at Microsoft Homepage None,Generative models| Unsupervised and semi-supervised learning| Deterministic and stochastic neural networks| Deep learning| Optim,748, umontreal.ca - ,8,6,2018,2009
